,State,Districts,Type,Operation,Count
631,AS,Dibrugarh,delta7,vaccinated1,8869
632,AS,Dibrugarh,delta7,vaccinated2,38695
633,AS,Dibrugarh,meta,population,1327748
634,AS,Dibrugarh,meta,tested,2/1/2021
635,AS,Dibrugarh,total,tested,301657
636,AS,Dibrugarh,total,vaccinated1,914640
637,AS,Dibrugarh,total,vaccinated2,430800
638,AS,Dima Hasao,delta,vaccinated1,160
639,AS,Dima Hasao,delta,vaccinated2,59
640,AS,Dima Hasao,delta7,vaccinated1,2532
641,AS,Dima Hasao,delta7,vaccinated2,3737
642,AS,Dima Hasao,meta,population,213529
643,AS,Dima Hasao,total,vaccinated1,116318
644,AS,Dima Hasao,total,vaccinated2,62593
645,AS,Goalpara,delta,vaccinated1,47
646,AS,Goalpara,delta,vaccinated2,81
647,AS,Goalpara,delta7,vaccinated1,4013
648,AS,Goalpara,delta7,vaccinated2,30725
649,AS,Goalpara,meta,population,1008959
650,AS,Goalpara,total,vaccinated1,662016
651,AS,Goalpara,total,vaccinated2,195521
652,AS,Golaghat,delta,vaccinated1,504
653,AS,Golaghat,delta,vaccinated2,2676
654,AS,Golaghat,delta7,vaccinated1,6525
655,AS,Golaghat,delta7,vaccinated2,51417
656,AS,Golaghat,meta,population,1058674
657,AS,Golaghat,total,vaccinated1,711564
658,AS,Golaghat,total,vaccinated2,306745
659,AS,Hailakandi,delta,vaccinated1,88
660,AS,Hailakandi,delta,vaccinated2,705
661,AS,Hailakandi,delta7,vaccinated1,1724
662,AS,Hailakandi,delta7,vaccinated2,11247
663,AS,Hailakandi,meta,population,659260
664,AS,Hailakandi,total,vaccinated1,422295
665,AS,Hailakandi,total,vaccinated2,146888
666,AS,Hojai,delta,vaccinated1,512
667,AS,Hojai,delta,vaccinated2,2979
668,AS,Hojai,delta7,vaccinated1,6217
669,AS,Hojai,delta7,vaccinated2,36724
670,AS,Hojai,meta,population,931218
671,AS,Hojai,total,vaccinated1,602504
672,AS,Hojai,total,vaccinated2,274035
673,AS,Jorhat,delta,vaccinated1,225
674,AS,Jorhat,delta,vaccinated2,2154
675,AS,Jorhat,delta7,vaccinated1,3383
676,AS,Jorhat,delta7,vaccinated2,39677
677,AS,Jorhat,meta,population,1091295
678,AS,Jorhat,total,vaccinated1,649267
679,AS,Jorhat,total,vaccinated2,297724
680,AS,Kamrup,delta,vaccinated1,231
681,AS,Kamrup,delta,vaccinated2,253
682,AS,Kamrup,delta7,vaccinated1,10451
683,AS,Kamrup,delta7,vaccinated2,45828
684,AS,Kamrup,meta,population,1517202
685,AS,Kamrup,total,vaccinated1,1079092
686,AS,Kamrup,total,vaccinated2,409628
687,AS,Kamrup Metropolitan,delta,vaccinated1,359
688,AS,Kamrup Metropolitan,delta,vaccinated2,1713
689,AS,Kamrup Metropolitan,delta7,vaccinated1,6625
690,AS,Kamrup Metropolitan,delta7,vaccinated2,38155
691,AS,Kamrup Metropolitan,meta,population,1260419
692,AS,Kamrup Metropolitan,total,vaccinated1,1246239
693,AS,Kamrup Metropolitan,total,vaccinated2,875897
694,AS,Karbi Anglong,delta,vaccinated1,342
695,AS,Karbi Anglong,delta,vaccinated2,280
696,AS,Karbi Anglong,delta7,vaccinated1,13744
697,AS,Karbi Anglong,delta7,vaccinated2,12778
698,AS,Karbi Anglong,meta,population,965280
699,AS,Karbi Anglong,total,vaccinated1,284600
700,AS,Karbi Anglong,total,vaccinated2,102798
701,AS,Karimganj,delta,vaccinated1,331
702,AS,Karimganj,delta,vaccinated2,1382
703,AS,Karimganj,delta7,vaccinated1,5088
704,AS,Karimganj,delta7,vaccinated2,20659
705,AS,Karimganj,meta,population,1217002
706,AS,Karimganj,total,vaccinated1,681216
707,AS,Karimganj,total,vaccinated2,203575
708,AS,Kokrajhar,delta,vaccinated1,162
709,AS,Kokrajhar,delta,vaccinated2,823
710,AS,Kokrajhar,delta7,vaccinated1,3935
711,AS,Kokrajhar,delta7,vaccinated2,19711
712,AS,Kokrajhar,meta,population,886999
713,AS,Kokrajhar,total,vaccinated1,538901
714,AS,Kokrajhar,total,vaccinated2,156488
715,AS,Lakhimpur,delta,vaccinated1,148
716,AS,Lakhimpur,delta,vaccinated2,1555
717,AS,Lakhimpur,delta7,vaccinated1,5870
718,AS,Lakhimpur,delta7,vaccinated2,42164
719,AS,Lakhimpur,meta,population,1040644
720,AS,Lakhimpur,total,vaccinated1,681386
721,AS,Lakhimpur,total,vaccinated2,301369
722,AS,Majuli,delta,vaccinated1,36
723,AS,Majuli,delta,vaccinated2,166
724,AS,Majuli,delta7,vaccinated1,1524
725,AS,Majuli,delta7,vaccinated2,7176
726,AS,Majuli,meta,population,167304
727,AS,Majuli,total,vaccinated1,117599
728,AS,Majuli,total,vaccinated2,82507
729,AS,Morigaon,delta,vaccinated1,264
730,AS,Morigaon,delta,vaccinated2,482
731,AS,Morigaon,delta7,vaccinated1,5298
732,AS,Morigaon,delta7,vaccinated2,27861
733,AS,Morigaon,meta,population,957853
734,AS,Morigaon,total,vaccinated1,592446
735,AS,Morigaon,total,vaccinated2,212146
736,AS,Nagaon,delta,vaccinated1,758
737,AS,Nagaon,delta,vaccinated2,1481
738,AS,Nagaon,delta7,vaccinated1,16396
739,AS,Nagaon,delta7,vaccinated2,36734
740,AS,Nagaon,meta,population,2826006
741,AS,Nagaon,total,vaccinated1,1203831
742,AS,Nagaon,total,vaccinated2,448081
743,AS,Nalbari,delta,vaccinated1,388
744,AS,Nalbari,delta,vaccinated2,1492
745,AS,Nalbari,delta7,vaccinated1,6785
746,AS,Nalbari,delta7,vaccinated2,25411
747,AS,Nalbari,meta,population,769919
748,AS,Nalbari,total,vaccinated1,483076
749,AS,Nalbari,total,vaccinated2,168392
750,AS,Sivasagar,delta,vaccinated1,46
751,AS,Sivasagar,delta,vaccinated2,714
752,AS,Sivasagar,delta7,vaccinated1,1946
753,AS,Sivasagar,delta7,vaccinated2,23104
754,AS,Sivasagar,meta,population,1150253
755,AS,Sivasagar,total,vaccinated1,478954
756,AS,Sivasagar,total,vaccinated2,223921
757,AS,Sonitpur,delta,vaccinated1,448
758,AS,Sonitpur,delta,vaccinated2,2664
759,AS,Sonitpur,delta7,vaccinated1,8341
760,AS,Sonitpur,delta7,vaccinated2,48290
761,AS,Sonitpur,meta,population,1925975
762,AS,Sonitpur,total,vaccinated1,767841
763,AS,Sonitpur,total,vaccinated2,434213
764,AS,South Salmara Mankachar,delta,vaccinated1,260
765,AS,South Salmara Mankachar,delta,vaccinated2,1288
766,AS,South Salmara Mankachar,delta7,vaccinated1,1978
767,AS,South Salmara Mankachar,delta7,vaccinated2,15304
768,AS,South Salmara Mankachar,meta,population,555114
769,AS,South Salmara Mankachar,total,vaccinated1,239906
770,AS,South Salmara Mankachar,total,vaccinated2,76599
771,AS,Tinsukia,delta,vaccinated1,6637
772,AS,Tinsukia,delta,vaccinated2,1679
773,AS,Tinsukia,delta7,vaccinated1,45002
774,AS,Tinsukia,delta7,vaccinated2,22410
775,AS,Tinsukia,meta,population,1316948
776,AS,Tinsukia,total,vaccinated1,795057
777,AS,Tinsukia,total,vaccinated2,286170
778,AS,Udalguri,delta,vaccinated1,1935
779,AS,Udalguri,delta,vaccinated2,1396
780,AS,Udalguri,delta7,vaccinated1,17371
781,AS,Udalguri,delta7,vaccinated2,19343
782,AS,Udalguri,meta,population,832769
783,AS,Udalguri,meta,tested,9/16/2020
784,AS,Udalguri,total,tested,24661
785,AS,Udalguri,total,vaccinated1,504439
786,AS,Udalguri,total,vaccinated2,133919
787,AS,Unknown,delta,confirmed,212
788,AS,Unknown,delta,deceased,1
789,AS,Unknown,delta,recovered,236
790,AS,Unknown,delta21_14,confirmed,1499
791,AS,Unknown,delta7,confirmed,2056
792,AS,Unknown,delta7,deceased,24
793,AS,Unknown,delta7,recovered,2215
794,AS,Unknown,total,confirmed,610645
795,AS,Unknown,total,deceased,5997
796,AS,Unknown,total,other,1347
797,AS,Unknown,total,recovered,600974
798,AS,West Karbi Anglong,delta,vaccinated1,312
799,AS,West Karbi Anglong,delta,vaccinated2,147
800,AS,West Karbi Anglong,delta7,vaccinated1,4593
801,AS,West Karbi Anglong,delta7,vaccinated2,4186
802,AS,West Karbi Anglong,meta,population,300320
803,AS,West Karbi Anglong,total,vaccinated1,127612
804,AS,West Karbi Anglong,total,vaccinated2,42942
805,BR,Araria,delta,vaccinated1,5177
806,BR,Araria,delta,vaccinated2,3067
807,BR,Araria,delta7,confirmed,2
808,BR,Araria,delta7,vaccinated1,51331
809,BR,Araria,delta7,vaccinated2,69085
810,BR,Araria,meta,population,2806200
811,BR,Araria,meta,tested,10/3/2020
812,BR,Araria,total,confirmed,14978
813,BR,Araria,total,deceased,116
814,BR,Araria,total,recovered,14859
815,BR,Araria,total,tested,219221
816,BR,Araria,total,vaccinated1,1177154
817,BR,Araria,total,vaccinated2,395227
818,BR,Arwal,delta,vaccinated1,262
819,BR,Arwal,delta,vaccinated2,1360
820,BR,Arwal,delta7,vaccinated1,4059
821,BR,Arwal,delta7,vaccinated2,17125
822,BR,Arwal,meta,population,700843
823,BR,Arwal,meta,tested,1/31/2021
824,BR,Arwal,total,confirmed,7381
825,BR,Arwal,total,deceased,74
826,BR,Arwal,total,recovered,7307
827,BR,Arwal,total,tested,101624
828,BR,Arwal,total,vaccinated1,345175
829,BR,Arwal,total,vaccinated2,116424
830,BR,Aurangabad,delta,vaccinated1,1264
831,BR,Aurangabad,delta,vaccinated2,2657
832,BR,Aurangabad,delta7,vaccinated1,25561
833,BR,Aurangabad,delta7,vaccinated2,56431
834,BR,Aurangabad,meta,population,2511243
835,BR,Aurangabad,meta,tested,1/31/2021
836,BR,Aurangabad,total,confirmed,20011
837,BR,Aurangabad,total,deceased,75
838,BR,Aurangabad,total,recovered,19936
839,BR,Aurangabad,total,tested,412007
840,BR,Aurangabad,total,vaccinated1,1132482
841,BR,Aurangabad,total,vaccinated2,407913
842,BR,Banka,delta,vaccinated1,2635
843,BR,Banka,delta,vaccinated2,3138
844,BR,Banka,delta7,vaccinated1,24239
845,BR,Banka,delta7,vaccinated2,34077
846,BR,Banka,meta,population,2029339
847,BR,Banka,meta,tested,1/31/2021
848,BR,Banka,total,confirmed,7379
849,BR,Banka,total,deceased,112
850,BR,Banka,total,recovered,7267
851,BR,Banka,total,tested,364776
852,BR,Banka,total,vaccinated1,935177
853,BR,Banka,total,vaccinated2,351254
854,BR,Begusarai,delta,recovered,1
855,BR,Begusarai,delta,vaccinated1,1906
856,BR,Begusarai,delta,vaccinated2,2774
857,BR,Begusarai,delta21_14,confirmed,8
858,BR,Begusarai,delta7,confirmed,2
859,BR,Begusarai,delta7,recovered,7
860,BR,Begusarai,delta7,vaccinated1,33903
861,BR,Begusarai,delta7,vaccinated2,65735
862,BR,Begusarai,meta,population,2954367
863,BR,Begusarai,meta,tested,9/26/2020
864,BR,Begusarai,total,confirmed,27212
865,BR,Begusarai,total,deceased,457
866,BR,Begusarai,total,recovered,26754
867,BR,Begusarai,total,tested,213670
868,BR,Begusarai,total,vaccinated1,1430906
869,BR,Begusarai,total,vaccinated2,480982
870,BR,Bhagalpur,delta,recovered,1
871,BR,Bhagalpur,delta,vaccinated1,2122
872,BR,Bhagalpur,delta,vaccinated2,3458
873,BR,Bhagalpur,delta21_14,confirmed,1
874,BR,Bhagalpur,delta7,confirmed,1
875,BR,Bhagalpur,delta7,recovered,1
876,BR,Bhagalpur,delta7,vaccinated1,49875
877,BR,Bhagalpur,delta7,vaccinated2,78088
878,BR,Bhagalpur,meta,population,3032226
879,BR,Bhagalpur,meta,tested,1/31/2021
880,BR,Bhagalpur,total,confirmed,25840
881,BR,Bhagalpur,total,deceased,309
882,BR,Bhagalpur,total,recovered,25531
883,BR,Bhagalpur,total,tested,582113
884,BR,Bhagalpur,total,vaccinated1,1494951
885,BR,Bhagalpur,total,vaccinated2,650332
886,BR,Bhojpur,delta,vaccinated1,3232
887,BR,Bhojpur,delta,vaccinated2,4879
888,BR,Bhojpur,delta7,vaccinated1,31626
889,BR,Bhojpur,delta7,vaccinated2,53006
890,BR,Bhojpur,meta,population,2720155
891,BR,Bhojpur,meta,tested,1/31/2021
892,BR,Bhojpur,total,confirmed,10210
893,BR,Bhojpur,total,deceased,159
894,BR,Bhojpur,total,recovered,10051
895,BR,Bhojpur,total,tested,466438
896,BR,Bhojpur,total,vaccinated1,1291186
897,BR,Bhojpur,total,vaccinated2,382719
898,BR,Buxar,delta,vaccinated1,1083
899,BR,Buxar,delta,vaccinated2,2516
900,BR,Buxar,delta7,vaccinated1,14794
901,BR,Buxar,delta7,vaccinated2,38792
902,BR,Buxar,meta,population,1707643
903,BR,Buxar,meta,tested,1/31/2021
904,BR,Buxar,total,confirmed,9248
905,BR,Buxar,total,deceased,182
906,BR,Buxar,total,recovered,9066
907,BR,Buxar,total,tested,461428
908,BR,Buxar,total,vaccinated1,907374
909,BR,Buxar,total,vaccinated2,322555
910,BR,Darbhanga,delta,vaccinated1,2858
911,BR,Darbhanga,delta,vaccinated2,5306
912,BR,Darbhanga,delta7,recovered,1
913,BR,Darbhanga,delta7,vaccinated1,39165
914,BR,Darbhanga,delta7,vaccinated2,82276
915,BR,Darbhanga,meta,population,3921971
916,BR,Darbhanga,meta,tested,1/11/2021
917,BR,Darbhanga,total,confirmed,10937
918,BR,Darbhanga,total,deceased,370
919,BR,Darbhanga,total,recovered,10567
920,BR,Darbhanga,total,tested,448442
921,BR,Darbhanga,total,vaccinated1,1869372
922,BR,Darbhanga,total,vaccinated2,741553
923,BR,East Champaran,delta,vaccinated1,2434
924,BR,East Champaran,delta,vaccinated2,8014
925,BR,East Champaran,delta21_14,confirmed,1
926,BR,East Champaran,delta7,confirmed,2
927,BR,East Champaran,delta7,vaccinated1,29316
928,BR,East Champaran,delta7,vaccinated2,84760
929,BR,East Champaran,meta,population,5082868
930,BR,East Champaran,meta,tested,11/3/2020
931,BR,East Champaran,total,confirmed,19017
932,BR,East Champaran,total,deceased,430
933,BR,East Champaran,total,recovered,18585
934,BR,East Champaran,total,tested,548132
935,BR,East Champaran,total,vaccinated1,2498559
936,BR,East Champaran,total,vaccinated2,1002939
937,BR,Gaya,delta,vaccinated1,1708
938,BR,Gaya,delta,vaccinated2,1689
939,BR,Gaya,delta21_14,confirmed,1
940,BR,Gaya,delta7,recovered,1
941,BR,Gaya,delta7,vaccinated1,72504
942,BR,Gaya,delta7,vaccinated2,82490
943,BR,Gaya,meta,population,4379383
944,BR,Gaya,meta,tested,1/31/2021
945,BR,Gaya,total,confirmed,33952
946,BR,Gaya,total,deceased,280
947,BR,Gaya,total,recovered,33672
948,BR,Gaya,total,tested,872359
949,BR,Gaya,total,vaccinated1,1925234
950,BR,Gaya,total,vaccinated2,722746
951,BR,Gopalganj,delta,vaccinated1,5308
952,BR,Gopalganj,delta,vaccinated2,8468
953,BR,Gopalganj,delta7,recovered,1
954,BR,Gopalganj,delta7,vaccinated1,31750
955,BR,Gopalganj,delta7,vaccinated2,70093
956,BR,Gopalganj,meta,population,2558037
957,BR,Gopalganj,meta,tested,1/31/2021
958,BR,Gopalganj,total,confirmed,16685
959,BR,Gopalganj,total,deceased,94
960,BR,Gopalganj,total,recovered,16591
961,BR,Gopalganj,total,tested,562654
962,BR,Gopalganj,total,vaccinated1,1286763
963,BR,Gopalganj,total,vaccinated2,481968
964,BR,Jamui,delta,vaccinated1,1435
965,BR,Jamui,delta,vaccinated2,1416
966,BR,Jamui,delta7,recovered,1
967,BR,Jamui,delta7,vaccinated1,24440
968,BR,Jamui,delta7,vaccinated2,24005
969,BR,Jamui,meta,population,1756078
970,BR,Jamui,meta,tested,1/31/2021
971,BR,Jamui,total,confirmed,9418
972,BR,Jamui,total,deceased,106
973,BR,Jamui,total,recovered,9312
974,BR,Jamui,total,tested,342005
975,BR,Jamui,total,vaccinated1,800488
976,BR,Jamui,total,vaccinated2,222093
977,BR,Jehanabad,delta,vaccinated1,498
978,BR,Jehanabad,delta,vaccinated2,1617
979,BR,Jehanabad,delta7,vaccinated1,12986
980,BR,Jehanabad,delta7,vaccinated2,27200
981,BR,Jehanabad,meta,population,1124176
982,BR,Jehanabad,meta,tested,1/31/2021
983,BR,Jehanabad,total,confirmed,10783
984,BR,Jehanabad,total,deceased,109
985,BR,Jehanabad,total,recovered,10674
986,BR,Jehanabad,total,tested,492255
987,BR,Jehanabad,total,vaccinated1,498448
988,BR,Jehanabad,total,vaccinated2,184446
989,BR,Kaimur,delta,vaccinated1,1067
990,BR,Kaimur,delta,vaccinated2,2183
991,BR,Kaimur,delta7,vaccinated1,19996
992,BR,Kaimur,delta7,vaccinated2,28681
993,BR,Kaimur,meta,population,1626900
994,BR,Kaimur,meta,tested,1/31/2021
995,BR,Kaimur,total,confirmed,4984
996,BR,Kaimur,total,deceased,147
997,BR,Kaimur,total,recovered,4837
998,BR,Kaimur,total,tested,442332
999,BR,Kaimur,total,vaccinated1,801438
1000,BR,Kaimur,total,vaccinated2,225437
1001,BR,Katihar,delta,vaccinated1,2680
1002,BR,Katihar,delta,vaccinated2,2966
1003,BR,Katihar,delta7,recovered,1
1004,BR,Katihar,delta7,vaccinated1,53448
1005,BR,Katihar,delta7,vaccinated2,75733
1006,BR,Katihar,meta,population,3068149
1007,BR,Katihar,meta,tested,1/31/2021
1008,BR,Katihar,total,confirmed,18145
1009,BR,Katihar,total,deceased,94
1010,BR,Katihar,total,recovered,18051
1011,BR,Katihar,total,tested,556438
1012,BR,Katihar,total,vaccinated1,1451838
1013,BR,Katihar,total,vaccinated2,403046
1014,BR,Khagaria,delta,vaccinated1,881
1015,BR,Khagaria,delta,vaccinated2,2118
1016,BR,Khagaria,delta7,vaccinated1,15402
1017,BR,Khagaria,delta7,vaccinated2,32372
1018,BR,Khagaria,meta,population,1657599
1019,BR,Khagaria,meta,tested,10/4/2020
1020,BR,Khagaria,total,confirmed,10064
1021,BR,Khagaria,total,deceased,88
1022,BR,Khagaria,total,recovered,9976
1023,BR,Khagaria,total,tested,148340
1024,BR,Khagaria,total,vaccinated1,775019
1025,BR,Khagaria,total,vaccinated2,222012
1026,BR,Kishanganj,delta,confirmed,3
1027,BR,Kishanganj,delta,recovered,1
1028,BR,Kishanganj,delta,vaccinated1,1997
1029,BR,Kishanganj,delta,vaccinated2,1445
1030,BR,Kishanganj,delta7,confirmed,4
1031,BR,Kishanganj,delta7,recovered,2
1032,BR,Kishanganj,delta7,vaccinated1,24597
1033,BR,Kishanganj,delta7,vaccinated2,25592
1034,BR,Kishanganj,meta,population,1690948
1035,BR,Kishanganj,meta,tested,1/31/2021
1036,BR,Kishanganj,total,confirmed,10128
1037,BR,Kishanganj,total,deceased,66
1038,BR,Kishanganj,total,recovered,10057
1039,BR,Kishanganj,total,tested,294321
1040,BR,Kishanganj,total,vaccinated1,757066
1041,BR,Kishanganj,total,vaccinated2,205274
1042,BR,Lakhisarai,delta,vaccinated1,595
1043,BR,Lakhisarai,delta,vaccinated2,1005
1044,BR,Lakhisarai,delta7,vaccinated1,8894
1045,BR,Lakhisarai,delta7,vaccinated2,16437
1046,BR,Lakhisarai,meta,population,1000717
1047,BR,Lakhisarai,meta,tested,1/31/2021
1048,BR,Lakhisarai,total,confirmed,7776
1049,BR,Lakhisarai,total,deceased,102
1050,BR,Lakhisarai,total,recovered,7674
1051,BR,Lakhisarai,total,tested,332434
1052,BR,Lakhisarai,total,vaccinated1,461970
1053,BR,Lakhisarai,total,vaccinated2,138407
1054,BR,Madhepura,delta,vaccinated1,2700
1055,BR,Madhepura,delta,vaccinated2,4459
1056,BR,Madhepura,delta21_14,confirmed,1
1057,BR,Madhepura,delta7,confirmed,1
1058,BR,Madhepura,delta7,vaccinated1,28832
1059,BR,Madhepura,delta7,vaccinated2,43563
1060,BR,Madhepura,meta,population,1994618
1061,BR,Madhepura,meta,tested,1/31/2021
1062,BR,Madhepura,total,confirmed,12547
1063,BR,Madhepura,total,deceased,111
1064,BR,Madhepura,total,recovered,12435
1065,BR,Madhepura,total,tested,455482
1066,BR,Madhepura,total,vaccinated1,965767
1067,BR,Madhepura,total,vaccinated2,260408
1068,BR,Madhubani,delta,confirmed,2
1069,BR,Madhubani,delta,vaccinated1,2735
1070,BR,Madhubani,delta,vaccinated2,6686
1071,BR,Madhubani,delta7,confirmed,3
1072,BR,Madhubani,delta7,vaccinated1,28535
1073,BR,Madhubani,delta7,vaccinated2,69785
1074,BR,Madhubani,meta,population,4476044
1075,BR,Madhubani,meta,tested,1/31/2021
1076,BR,Madhubani,total,confirmed,18365
1077,BR,Madhubani,total,deceased,339
1078,BR,Madhubani,total,recovered,18023
1079,BR,Madhubani,total,tested,715168
1080,BR,Madhubani,total,vaccinated1,1974159
1081,BR,Madhubani,total,vaccinated2,680214
1082,BR,Munger,delta,vaccinated1,851
1083,BR,Munger,delta,vaccinated2,2867
1084,BR,Munger,delta21_14,confirmed,1
1085,BR,Munger,delta7,recovered,1
1086,BR,Munger,delta7,vaccinated1,7445
1087,BR,Munger,delta7,vaccinated2,33005
1088,BR,Munger,meta,population,1359054
1089,BR,Munger,meta,tested,1/31/2021
1090,BR,Munger,total,confirmed,15111
1091,BR,Munger,total,deceased,158
1092,BR,Munger,total,recovered,14953
1093,BR,Munger,total,tested,325212
1094,BR,Munger,total,vaccinated1,707588
1095,BR,Munger,total,vaccinated2,264665
1096,BR,Muzaffarpur,delta,vaccinated1,3545
1097,BR,Muzaffarpur,delta,vaccinated2,7023
1098,BR,Muzaffarpur,delta7,recovered,1
1099,BR,Muzaffarpur,delta7,vaccinated1,40686
1100,BR,Muzaffarpur,delta7,vaccinated2,80513
1101,BR,Muzaffarpur,meta,population,4778610
1102,BR,Muzaffarpur,meta,tested,1/31/2021
1103,BR,Muzaffarpur,total,confirmed,31398
1104,BR,Muzaffarpur,total,deceased,621
1105,BR,Muzaffarpur,total,recovered,30777
1106,BR,Muzaffarpur,total,tested,722651
1107,BR,Muzaffarpur,total,vaccinated1,2253919
1108,BR,Muzaffarpur,total,vaccinated2,717015
1109,BR,Nalanda,delta,vaccinated1,2168
1110,BR,Nalanda,delta,vaccinated2,1826
1111,BR,Nalanda,delta7,vaccinated1,36716
1112,BR,Nalanda,delta7,vaccinated2,66091
1113,BR,Nalanda,meta,population,2872523
1114,BR,Nalanda,meta,tested,1/31/2021
1115,BR,Nalanda,total,confirmed,23432
1116,BR,Nalanda,total,deceased,468
1117,BR,Nalanda,total,recovered,22964
1118,BR,Nalanda,total,tested,591346
1119,BR,Nalanda,total,vaccinated1,1393762
1120,BR,Nalanda,total,vaccinated2,638181
1121,BR,Nawada,delta,vaccinated1,4176
1122,BR,Nawada,delta,vaccinated2,4338
1123,BR,Nawada,delta7,confirmed,1
1124,BR,Nawada,delta7,vaccinated1,46619
1125,BR,Nawada,delta7,vaccinated2,35295
1126,BR,Nawada,meta,population,2216653
