,State,Districts,Type,Operation,Count
0,AN,Nicobars,delta7,vaccinated1,62
1,AN,Nicobars,delta7,vaccinated2,811
2,AN,Nicobars,meta,population,36842
3,AN,Nicobars,total,vaccinated1,25394
4,AN,Nicobars,total,vaccinated2,20313
5,AN,North and Middle Andaman,delta,vaccinated2,8
6,AN,North and Middle Andaman,delta7,vaccinated1,90
7,AN,North and Middle Andaman,delta7,vaccinated2,1839
8,AN,North and Middle Andaman,meta,population,105597
9,AN,North and Middle Andaman,total,vaccinated1,78945
10,AN,North and Middle Andaman,total,vaccinated2,59522
11,AN,South Andaman,delta,vaccinated1,3
12,AN,South Andaman,delta,vaccinated2,28
13,AN,South Andaman,delta7,vaccinated1,732
14,AN,South Andaman,delta7,vaccinated2,8012
15,AN,South Andaman,meta,population,238142
16,AN,South Andaman,total,vaccinated1,189662
17,AN,South Andaman,total,vaccinated2,120322
18,AN,Unknown,delta21_14,confirmed,9
19,AN,Unknown,delta7,confirmed,3
20,AN,Unknown,delta7,recovered,5
21,AN,Unknown,total,confirmed,7651
22,AN,Unknown,total,deceased,129
23,AN,Unknown,total,recovered,7518
24,AP,Anantapur,delta,confirmed,4
25,AP,Anantapur,delta,recovered,5
26,AP,Anantapur,delta,vaccinated1,4575
27,AP,Anantapur,delta,vaccinated2,5370
28,AP,Anantapur,delta21_14,confirmed,50
29,AP,Anantapur,delta7,confirmed,38
30,AP,Anantapur,delta7,recovered,58
31,AP,Anantapur,delta7,vaccinated1,92803
32,AP,Anantapur,delta7,vaccinated2,140903
33,AP,Anantapur,meta,population,4083315
34,AP,Anantapur,meta,tested,11/26/2020
35,AP,Anantapur,total,confirmed,157843
36,AP,Anantapur,total,deceased,1093
37,AP,Anantapur,total,recovered,156699
38,AP,Anantapur,total,tested,787085
39,AP,Anantapur,total,vaccinated1,2690082
40,AP,Anantapur,total,vaccinated2,1611476
41,AP,Chittoor,delta,confirmed,64
42,AP,Chittoor,delta,deceased,1
43,AP,Chittoor,delta,recovered,87
44,AP,Chittoor,delta,vaccinated1,878
45,AP,Chittoor,delta,vaccinated2,1306
46,AP,Chittoor,delta21_14,confirmed,631
47,AP,Chittoor,delta7,confirmed,516
48,AP,Chittoor,delta7,deceased,6
49,AP,Chittoor,delta7,recovered,629
50,AP,Chittoor,delta7,vaccinated1,63824
51,AP,Chittoor,delta7,vaccinated2,119541
52,AP,Chittoor,meta,population,4170468
53,AP,Chittoor,meta,tested,11/26/2020
54,AP,Chittoor,total,confirmed,246935
55,AP,Chittoor,total,deceased,1947
56,AP,Chittoor,total,recovered,244144
57,AP,Chittoor,total,tested,780322
58,AP,Chittoor,total,vaccinated1,2832987
59,AP,Chittoor,total,vaccinated2,1807873
60,AP,East Godavari,delta,confirmed,87
61,AP,East Godavari,delta,recovered,121
62,AP,East Godavari,delta,vaccinated1,41
63,AP,East Godavari,delta,vaccinated2,237
64,AP,East Godavari,delta21_14,confirmed,401
65,AP,East Godavari,delta7,confirmed,604
66,AP,East Godavari,delta7,recovered,520
67,AP,East Godavari,delta7,vaccinated1,36973
68,AP,East Godavari,delta7,vaccinated2,223236
69,AP,East Godavari,meta,population,5151549
70,AP,East Godavari,meta,tested,11/26/2020
71,AP,East Godavari,total,confirmed,293836
72,AP,East Godavari,total,deceased,1290
73,AP,East Godavari,total,recovered,291610
74,AP,East Godavari,total,tested,944746
75,AP,East Godavari,total,vaccinated1,3532220
76,AP,East Godavari,total,vaccinated2,1990578
77,AP,Foreign Evacuees,total,confirmed,434
78,AP,Foreign Evacuees,total,recovered,434
79,AP,Guntur,delta,confirmed,33
80,AP,Guntur,delta,recovered,198
81,AP,Guntur,delta,vaccinated1,1119
82,AP,Guntur,delta,vaccinated2,1248
83,AP,Guntur,delta21_14,confirmed,509
84,AP,Guntur,delta7,confirmed,272
85,AP,Guntur,delta7,deceased,4
86,AP,Guntur,delta7,recovered,619
87,AP,Guntur,delta7,vaccinated1,285377
88,AP,Guntur,delta7,vaccinated2,156818
89,AP,Guntur,meta,population,4889230
90,AP,Guntur,meta,tested,11/26/2020
91,AP,Guntur,total,confirmed,178068
92,AP,Guntur,total,deceased,1237
93,AP,Guntur,total,recovered,176629
94,AP,Guntur,total,tested,833823
95,AP,Guntur,total,vaccinated1,3440118
96,AP,Guntur,total,vaccinated2,1891773
97,AP,Krishna,delta,confirmed,46
98,AP,Krishna,delta,deceased,1
99,AP,Krishna,delta,recovered,71
100,AP,Krishna,delta,vaccinated1,51
101,AP,Krishna,delta,vaccinated2,337
102,AP,Krishna,delta21_14,confirmed,405
103,AP,Krishna,delta7,confirmed,422
104,AP,Krishna,delta7,deceased,9
105,AP,Krishna,delta7,recovered,467
106,AP,Krishna,delta7,vaccinated1,75352
107,AP,Krishna,delta7,vaccinated2,230788
108,AP,Krishna,meta,population,4529009
109,AP,Krishna,meta,tested,11/26/2020
110,AP,Krishna,total,confirmed,119348
111,AP,Krishna,total,deceased,1430
112,AP,Krishna,total,recovered,117130
113,AP,Krishna,total,tested,782232
114,AP,Krishna,total,vaccinated1,2971604
115,AP,Krishna,total,vaccinated2,1914927
116,AP,Kurnool,delta,confirmed,6
117,AP,Kurnool,delta,recovered,3
118,AP,Kurnool,delta,vaccinated1,4716
119,AP,Kurnool,delta,vaccinated2,1538
120,AP,Kurnool,delta21_14,confirmed,31
121,AP,Kurnool,delta7,confirmed,25
122,AP,Kurnool,delta7,recovered,26
123,AP,Kurnool,delta7,vaccinated1,178620
124,AP,Kurnool,delta7,vaccinated2,73119
125,AP,Kurnool,meta,population,4046601
126,AP,Kurnool,meta,tested,11/26/2020
127,AP,Kurnool,total,confirmed,124142
128,AP,Kurnool,total,deceased,853
129,AP,Kurnool,total,recovered,123264
130,AP,Kurnool,total,tested,867361
131,AP,Kurnool,total,vaccinated1,2672759
132,AP,Kurnool,total,vaccinated2,1290419
133,AP,Other State,total,confirmed,2461
134,AP,Other State,total,recovered,2461
135,AP,Prakasam,delta,confirmed,6
136,AP,Prakasam,delta,recovered,37
137,AP,Prakasam,delta,vaccinated1,3292
138,AP,Prakasam,delta,vaccinated2,5872
139,AP,Prakasam,delta21_14,confirmed,243
140,AP,Prakasam,delta7,confirmed,103
141,AP,Prakasam,delta7,deceased,3
142,AP,Prakasam,delta7,recovered,290
143,AP,Prakasam,delta7,vaccinated1,137338
144,AP,Prakasam,delta7,vaccinated2,130213
145,AP,Prakasam,meta,population,3392764
146,AP,Prakasam,meta,tested,11/26/2020
147,AP,Prakasam,total,confirmed,138482
148,AP,Prakasam,total,deceased,1124
149,AP,Prakasam,total,recovered,136989
150,AP,Prakasam,total,tested,697340
151,AP,Prakasam,total,vaccinated1,2321031
152,AP,Prakasam,total,vaccinated2,1521177
153,AP,S,P,S,34
154,AP,S,P,S,1
155,AP,S,P,S,23
156,AP,S,P,S,2724
157,AP,S,P,S,1639
158,AP,S,P,S,283
159,AP,S,P,S,155
160,AP,S,P,S,2
161,AP,S,P,S,235
162,AP,S,P,S,96973
163,AP,S,P,S,114393
164,AP,S,P,S,2966082
165,AP,S,P,S,11/26/2020
166,AP,S,P,S,146388
167,AP,S,P,S,1053
168,AP,S,P,S,144919
169,AP,S,P,S,682964
170,AP,S,P,S,2143402
171,AP,S,P,S,1403240
172,AP,Srikakulam,delta,confirmed,19
173,AP,Srikakulam,delta,recovered,20
174,AP,Srikakulam,delta,vaccinated1,2
175,AP,Srikakulam,delta,vaccinated2,6
176,AP,Srikakulam,delta21_14,confirmed,47
177,AP,Srikakulam,delta7,confirmed,132
178,AP,Srikakulam,delta7,recovered,72
179,AP,Srikakulam,delta7,vaccinated1,18883
180,AP,Srikakulam,delta7,vaccinated2,129575
181,AP,Srikakulam,meta,population,2699471
182,AP,Srikakulam,meta,tested,11/26/2020
183,AP,Srikakulam,total,confirmed,123109
184,AP,Srikakulam,total,deceased,786
185,AP,Srikakulam,total,recovered,122136
186,AP,Srikakulam,total,tested,670899
187,AP,Srikakulam,total,vaccinated1,1630248
188,AP,Srikakulam,total,vaccinated2,974734
189,AP,Visakhapatnam,delta,confirmed,27
190,AP,Visakhapatnam,delta,recovered,30
191,AP,Visakhapatnam,delta,vaccinated1,1309
192,AP,Visakhapatnam,delta,vaccinated2,2311
193,AP,Visakhapatnam,delta21_14,confirmed,273
194,AP,Visakhapatnam,delta7,confirmed,237
195,AP,Visakhapatnam,delta7,deceased,1
196,AP,Visakhapatnam,delta7,recovered,227
197,AP,Visakhapatnam,delta7,vaccinated1,65301
198,AP,Visakhapatnam,delta7,vaccinated2,207340
199,AP,Visakhapatnam,meta,population,4288113
200,AP,Visakhapatnam,meta,tested,11/26/2020
201,AP,Visakhapatnam,total,confirmed,157737
202,AP,Visakhapatnam,total,deceased,1127
203,AP,Visakhapatnam,total,recovered,156492
204,AP,Visakhapatnam,total,tested,744983
205,AP,Visakhapatnam,total,vaccinated1,2999432
206,AP,Visakhapatnam,total,vaccinated2,1864960
207,AP,Vizianagaram,delta,confirmed,7
208,AP,Vizianagaram,delta,deceased,1
209,AP,Vizianagaram,delta,recovered,11
210,AP,Vizianagaram,delta,vaccinated1,601
211,AP,Vizianagaram,delta,vaccinated2,1855
212,AP,Vizianagaram,delta21_14,confirmed,30
213,AP,Vizianagaram,delta7,confirmed,53
214,AP,Vizianagaram,delta7,deceased,1
215,AP,Vizianagaram,delta7,recovered,38
216,AP,Vizianagaram,delta7,vaccinated1,44847
217,AP,Vizianagaram,delta7,vaccinated2,123576
218,AP,Vizianagaram,meta,population,2342868
219,AP,Vizianagaram,meta,tested,11/26/2020
220,AP,Vizianagaram,total,confirmed,82967
221,AP,Vizianagaram,total,deceased,672
222,AP,Vizianagaram,total,recovered,82231
223,AP,Vizianagaram,total,tested,531433
224,AP,Vizianagaram,total,vaccinated1,1393491
225,AP,Vizianagaram,total,vaccinated2,996097
226,AP,West Godavari,delta,confirmed,40
227,AP,West Godavari,delta,recovered,44
228,AP,West Godavari,delta,vaccinated1,878
229,AP,West Godavari,delta,vaccinated2,1884
230,AP,West Godavari,delta21_14,confirmed,171
231,AP,West Godavari,delta7,confirmed,234
232,AP,West Godavari,delta7,deceased,4
233,AP,West Godavari,delta7,recovered,246
234,AP,West Godavari,delta7,vaccinated1,61021
235,AP,West Godavari,delta7,vaccinated2,146562
236,AP,West Godavari,meta,population,3934782
237,AP,West Godavari,meta,tested,11/26/2020
238,AP,West Godavari,total,confirmed,179077
239,AP,West Godavari,total,deceased,1117
240,AP,West Godavari,total,recovered,177680
241,AP,West Godavari,total,tested,793098
242,AP,West Godavari,total,vaccinated1,2525317
243,AP,West Godavari,total,vaccinated2,1778807
244,AP,Y,S,R,12
245,AP,Y,S,R,25
246,AP,Y,S,R,1005
247,AP,Y,S,R,1101
248,AP,Y,S,R,146
249,AP,Y,S,R,82
250,AP,Y,S,R,163
251,AP,Y,S,R,65843
252,AP,Y,S,R,90958
253,AP,Y,S,R,2884524
254,AP,Y,S,R,11/26/2020
255,AP,Y,S,R,115623
256,AP,Y,S,R,644
257,AP,Y,S,R,114904
258,AP,Y,S,R,671761
259,AP,Y,S,R,1824032
260,AP,Y,S,R,1328711
261,AR,Anjaw,delta7,vaccinated1,45
262,AR,Anjaw,delta7,vaccinated2,452
263,AR,Anjaw,meta,population,21089
264,AR,Anjaw,meta,tested,1/28/2021
265,AR,Anjaw,total,confirmed,1068
266,AR,Anjaw,total,deceased,3
267,AR,Anjaw,total,recovered,1065
268,AR,Anjaw,total,tested,2845
269,AR,Anjaw,total,vaccinated1,11695
270,AR,Anjaw,total,vaccinated2,7957
271,AR,Capital Complex,meta,tested,12/24/2020
272,AR,Capital Complex,total,tested,115210
273,AR,Changlang,delta,recovered,1
274,AR,Changlang,delta7,confirmed,3
275,AR,Changlang,delta7,recovered,3
276,AR,Changlang,delta7,vaccinated1,298
277,AR,Changlang,delta7,vaccinated2,3803
278,AR,Changlang,meta,population,147951
279,AR,Changlang,meta,tested,1/28/2021
280,AR,Changlang,total,confirmed,3807
281,AR,Changlang,total,deceased,22
282,AR,Changlang,total,recovered,3780
283,AR,Changlang,total,tested,23861
284,AR,Changlang,total,vaccinated1,88857
285,AR,Changlang,total,vaccinated2,55361
286,AR,East Kameng,delta,vaccinated2,1
287,AR,East Kameng,delta7,vaccinated1,76
288,AR,East Kameng,delta7,vaccinated2,409
289,AR,East Kameng,meta,population,78413
290,AR,East Kameng,meta,tested,1/28/2021
291,AR,East Kameng,total,confirmed,1094
292,AR,East Kameng,total,recovered,1094
293,AR,East Kameng,total,tested,7489
294,AR,East Kameng,total,vaccinated1,22931
295,AR,East Kameng,total,vaccinated2,15646
296,AR,East Siang,delta,recovered,5
297,AR,East Siang,delta21_14,confirmed,2
298,AR,East Siang,delta7,confirmed,9
299,AR,East Siang,delta7,recovered,10
300,AR,East Siang,delta7,vaccinated1,365
301,AR,East Siang,delta7,vaccinated2,2013
302,AR,East Siang,meta,population,99019
303,AR,East Siang,meta,tested,1/28/2021
304,AR,East Siang,total,confirmed,3206
305,AR,East Siang,total,deceased,17
306,AR,East Siang,total,recovered,3183
307,AR,East Siang,total,tested,21867
308,AR,East Siang,total,vaccinated1,54001
309,AR,East Siang,total,vaccinated2,39434
310,AR,Kamle,delta7,vaccinated1,36
311,AR,Kamle,delta7,vaccinated2,185
312,AR,Kamle,meta,population,22256
313,AR,Kamle,meta,tested,1/28/2021
314,AR,Kamle,total,confirmed,512
315,AR,Kamle,total,recovered,512
316,AR,Kamle,total,tested,1385
317,AR,Kamle,total,vaccinated1,6946
318,AR,Kamle,total,vaccinated2,3874
319,AR,Kra Daadi,delta7,vaccinated1,5
320,AR,Kra Daadi,delta7,vaccinated2,23
321,AR,Kra Daadi,meta,tested,1/28/2021
322,AR,Kra Daadi,total,confirmed,270
323,AR,Kra Daadi,total,recovered,270
324,AR,Kra Daadi,total,tested,3218
325,AR,Kra Daadi,total,vaccinated1,6275
326,AR,Kra Daadi,total,vaccinated2,3272
327,AR,Kurung Kumey,delta7,vaccinated1,27
328,AR,Kurung Kumey,delta7,vaccinated2,255
329,AR,Kurung Kumey,meta,population,89717
330,AR,Kurung Kumey,meta,tested,1/28/2021
331,AR,Kurung Kumey,total,confirmed,511
332,AR,Kurung Kumey,total,deceased,1
333,AR,Kurung Kumey,total,recovered,510
334,AR,Kurung Kumey,total,tested,4201
335,AR,Kurung Kumey,total,vaccinated1,9121
336,AR,Kurung Kumey,total,vaccinated2,5601
337,AR,Lepa Rada,delta,vaccinated1,6
338,AR,Lepa Rada,delta,vaccinated2,54
339,AR,Lepa Rada,delta7,recovered,1
340,AR,Lepa Rada,delta7,vaccinated1,40
341,AR,Lepa Rada,delta7,vaccinated2,307
342,AR,Lepa Rada,meta,tested,1/28/2021
343,AR,Lepa Rada,total,confirmed,874
344,AR,Lepa Rada,total,deceased,3
345,AR,Lepa Rada,total,recovered,871
346,AR,Lepa Rada,total,tested,6747
347,AR,Lepa Rada,total,vaccinated1,13328
348,AR,Lepa Rada,total,vaccinated2,10176
349,AR,Lohit,delta21_14,confirmed,2
350,AR,Lohit,delta7,confirmed,9
351,AR,Lohit,delta7,recovered,3
352,AR,Lohit,delta7,vaccinated1,221
353,AR,Lohit,delta7,vaccinated2,1494
354,AR,Lohit,meta,population,145538
355,AR,Lohit,meta,tested,1/28/2021
356,AR,Lohit,total,confirmed,2885
357,AR,Lohit,total,deceased,26
358,AR,Lohit,total,recovered,2851
359,AR,Lohit,total,tested,14945
360,AR,Lohit,total,vaccinated1,31120
361,AR,Lohit,total,vaccinated2,22003
362,AR,Longding,delta7,confirmed,1
363,AR,Longding,delta7,vaccinated1,46
364,AR,Longding,delta7,vaccinated2,356
365,AR,Longding,meta,population,60000
366,AR,Longding,meta,tested,1/28/2021
367,AR,Longding,total,confirmed,752
368,AR,Longding,total,deceased,2
369,AR,Longding,total,recovered,749
370,AR,Longding,total,tested,10342
371,AR,Longding,total,vaccinated1,19259
372,AR,Longding,total,vaccinated2,7826
373,AR,Lower Dibang Valley,delta,vaccinated1,19
374,AR,Lower Dibang Valley,delta,vaccinated2,1
375,AR,Lower Dibang Valley,delta21_14,confirmed,6
376,AR,Lower Dibang Valley,delta7,confirmed,14
377,AR,Lower Dibang Valley,delta7,recovered,3
378,AR,Lower Dibang Valley,delta7,vaccinated1,171
379,AR,Lower Dibang Valley,delta7,vaccinated2,931
380,AR,Lower Dibang Valley,meta,population,53986
381,AR,Lower Dibang Valley,meta,tested,1/28/2021
382,AR,Lower Dibang Valley,total,confirmed,2426
383,AR,Lower Dibang Valley,total,deceased,11
384,AR,Lower Dibang Valley,total,recovered,2397
385,AR,Lower Dibang Valley,total,tested,12169
386,AR,Lower Dibang Valley,total,vaccinated1,32639
387,AR,Lower Dibang Valley,total,vaccinated2,22089
388,AR,Lower Siang,delta7,vaccinated1,37
389,AR,Lower Siang,delta7,vaccinated2,317
390,AR,Lower Siang,meta,population,80597
391,AR,Lower Siang,meta,tested,1/28/2021
392,AR,Lower Siang,total,confirmed,738
393,AR,Lower Siang,total,deceased,8
394,AR,Lower Siang,total,recovered,730
395,AR,Lower Siang,total,tested,7070
396,AR,Lower Siang,total,vaccinated1,16565
397,AR,Lower Siang,total,vaccinated2,9990
398,AR,Lower Subansiri,delta,vaccinated1,2
399,AR,Lower Subansiri,delta,vaccinated2,36
400,AR,Lower Subansiri,delta21_14,confirmed,7
401,AR,Lower Subansiri,delta7,confirmed,5
402,AR,Lower Subansiri,delta7,recovered,2
403,AR,Lower Subansiri,delta7,vaccinated1,85
404,AR,Lower Subansiri,delta7,vaccinated2,767
405,AR,Lower Subansiri,meta,population,82839
406,AR,Lower Subansiri,meta,tested,1/28/2021
407,AR,Lower Subansiri,total,confirmed,3036
408,AR,Lower Subansiri,total,deceased,15
409,AR,Lower Subansiri,total,recovered,3015
410,AR,Lower Subansiri,total,tested,10564
411,AR,Lower Subansiri,total,vaccinated1,26916
412,AR,Lower Subansiri,total,vaccinated2,18827
413,AR,Namsai,delta21_14,confirmed,8
414,AR,Namsai,delta7,confirmed,4
415,AR,Namsai,delta7,recovered,16
416,AR,Namsai,delta7,vaccinated1,209
417,AR,Namsai,delta7,vaccinated2,2436
418,AR,Namsai,meta,population,95950
419,AR,Namsai,meta,tested,1/28/2021
420,AR,Namsai,total,confirmed,2124
421,AR,Namsai,total,deceased,17
422,AR,Namsai,total,recovered,2102
423,AR,Namsai,total,tested,19987
424,AR,Namsai,total,vaccinated1,63539
425,AR,Namsai,total,vaccinated2,47104
426,AR,Pakke Kessang,delta,vaccinated2,14
427,AR,Pakke Kessang,delta21_14,confirmed,1
428,AR,Pakke Kessang,delta7,vaccinated1,25
429,AR,Pakke Kessang,delta7,vaccinated2,262
430,AR,Pakke Kessang,meta,tested,1/28/2021
431,AR,Pakke Kessang,total,confirmed,453
432,AR,Pakke Kessang,total,recovered,453
433,AR,Pakke Kessang,total,tested,3327
434,AR,Pakke Kessang,total,vaccinated1,8004
435,AR,Pakke Kessang,total,vaccinated2,4998
436,AR,Papum Pare,delta,confirmed,1
437,AR,Papum Pare,delta,recovered,1
438,AR,Papum Pare,delta21_14,confirmed,22
439,AR,Papum Pare,delta7,confirmed,7
440,AR,Papum Pare,delta7,recovered,12
441,AR,Papum Pare,delta7,vaccinated1,1055
442,AR,Papum Pare,delta7,vaccinated2,3799
443,AR,Papum Pare,meta,population,176385
444,AR,Papum Pare,meta,tested,1/28/2021
445,AR,Papum Pare,total,confirmed,18316
446,AR,Papum Pare,total,deceased,98
447,AR,Papum Pare,total,recovered,18212
448,AR,Papum Pare,total,tested,41960
449,AR,Papum Pare,total,vaccinated1,141168
450,AR,Papum Pare,total,vaccinated2,100258
451,AR,Shi Yomi,delta21_14,confirmed,3
452,AR,Shi Yomi,delta7,confirmed,1
453,AR,Shi Yomi,delta7,recovered,10
454,AR,Shi Yomi,delta7,vaccinated1,2
455,AR,Shi Yomi,delta7,vaccinated2,153
456,AR,Shi Yomi,meta,population,13310
457,AR,Shi Yomi,meta,tested,1/28/2021
458,AR,Shi Yomi,total,confirmed,262
459,AR,Shi Yomi,total,recovered,261
460,AR,Shi Yomi,total,tested,2169
461,AR,Shi Yomi,total,vaccinated1,6910
462,AR,Shi Yomi,total,vaccinated2,5663
463,AR,Siang,delta7,vaccinated1,40
464,AR,Siang,delta7,vaccinated2,197
465,AR,Siang,meta,population,31920
466,AR,Siang,meta,tested,1/28/2021
467,AR,Siang,total,confirmed,411
468,AR,Siang,total,deceased,3
469,AR,Siang,total,recovered,408
470,AR,Siang,total,tested,4270
471,AR,Siang,total,vaccinated1,14408
472,AR,Siang,total,vaccinated2,9068
473,AR,Tawang,delta21_14,confirmed,12
474,AR,Tawang,delta7,confirmed,12
475,AR,Tawang,delta7,recovered,8
476,AR,Tawang,delta7,vaccinated1,91
477,AR,Tawang,delta7,vaccinated2,759
478,AR,Tawang,meta,population,49950
479,AR,Tawang,meta,tested,1/28/2021
480,AR,Tawang,total,confirmed,2577
481,AR,Tawang,total,deceased,20
482,AR,Tawang,total,recovered,2533
483,AR,Tawang,total,tested,14224
484,AR,Tawang,total,vaccinated1,29553
485,AR,Tawang,total,vaccinated2,23287
486,AR,Tirap,delta7,recovered,2
487,AR,Tirap,delta7,vaccinated1,35
488,AR,Tirap,delta7,vaccinated2,631
489,AR,Tirap,meta,population,111997
490,AR,Tirap,meta,tested,1/28/2021
491,AR,Tirap,total,confirmed,1109
492,AR,Tirap,total,deceased,5
493,AR,Tirap,total,recovered,1102
494,AR,Tirap,total,tested,14657
495,AR,Tirap,total,vaccinated1,31565
496,AR,Tirap,total,vaccinated2,21200
497,AR,Upper Dibang Valley,delta21_14,confirmed,1
498,AR,Upper Dibang Valley,delta7,recovered,1
499,AR,Upper Dibang Valley,delta7,vaccinated1,3
500,AR,Upper Dibang Valley,delta7,vaccinated2,11
501,AR,Upper Dibang Valley,meta,population,7948
502,AR,Upper Dibang Valley,meta,tested,1/28/2021
503,AR,Upper Dibang Valley,total,confirmed,337
504,AR,Upper Dibang Valley,total,deceased,2
505,AR,Upper Dibang Valley,total,recovered,335
506,AR,Upper Dibang Valley,total,tested,1910
507,AR,Upper Dibang Valley,total,vaccinated1,4156
508,AR,Upper Dibang Valley,total,vaccinated2,2603
509,AR,Upper Siang,delta21_14,confirmed,2
510,AR,Upper Siang,delta7,recovered,2
511,AR,Upper Siang,delta7,vaccinated1,38
512,AR,Upper Siang,delta7,vaccinated2,411
513,AR,Upper Siang,meta,population,35289
514,AR,Upper Siang,meta,tested,1/28/2021
515,AR,Upper Siang,total,confirmed,1016
516,AR,Upper Siang,total,deceased,1
517,AR,Upper Siang,total,recovered,1015
518,AR,Upper Siang,total,tested,6564
519,AR,Upper Siang,total,vaccinated1,18594
520,AR,Upper Siang,total,vaccinated2,13671
521,AR,Upper Subansiri,delta7,vaccinated1,93
522,AR,Upper Subansiri,delta7,vaccinated2,1122
523,AR,Upper Subansiri,meta,population,83205
524,AR,Upper Subansiri,meta,tested,1/28/2021
525,AR,Upper Subansiri,total,confirmed,1958
526,AR,Upper Subansiri,total,deceased,6
527,AR,Upper Subansiri,total,recovered,1952
528,AR,Upper Subansiri,total,tested,6217
529,AR,Upper Subansiri,total,vaccinated1,24842
530,AR,Upper Subansiri,total,vaccinated2,16390
531,AR,West Kameng,delta,recovered,7
532,AR,West Kameng,delta,vaccinated1,15
533,AR,West Kameng,delta,vaccinated2,89
534,AR,West Kameng,delta21_14,confirmed,17
535,AR,West Kameng,delta7,confirmed,1
536,AR,West Kameng,delta7,recovered,21
537,AR,West Kameng,delta7,vaccinated1,206
538,AR,West Kameng,delta7,vaccinated2,1914
539,AR,West Kameng,meta,population,87013
540,AR,West Kameng,meta,tested,1/28/2021
541,AR,West Kameng,total,confirmed,3545
542,AR,West Kameng,total,deceased,14
543,AR,West Kameng,total,recovered,3518
544,AR,West Kameng,total,tested,28155
545,AR,West Kameng,total,vaccinated1,55710
546,AR,West Kameng,total,vaccinated2,40321
547,AR,West Siang,delta,recovered,-5
548,AR,West Siang,delta21_14,confirmed,4
549,AR,West Siang,delta7,recovered,3
550,AR,West Siang,delta7,vaccinated1,63
551,AR,West Siang,delta7,vaccinated2,640
552,AR,West Siang,meta,population,112272
553,AR,West Siang,meta,tested,1/28/2021
554,AR,West Siang,total,confirmed,1868
555,AR,West Siang,total,deceased,6
556,AR,West Siang,total,recovered,1856
557,AR,West Siang,total,tested,13192
558,AR,West Siang,total,vaccinated1,33773
559,AR,West Siang,total,vaccinated2,27867
560,AS,Baksa,delta,vaccinated1,39
561,AS,Baksa,delta,vaccinated2,172
562,AS,Baksa,delta7,vaccinated1,2992
563,AS,Baksa,delta7,vaccinated2,15169
564,AS,Baksa,meta,population,953773
565,AS,Baksa,total,vaccinated1,553967
566,AS,Baksa,total,vaccinated2,136574
567,AS,Barpeta,delta,vaccinated1,369
568,AS,Barpeta,delta,vaccinated2,1035
569,AS,Barpeta,delta7,vaccinated1,10495
570,AS,Barpeta,delta7,vaccinated2,48544
571,AS,Barpeta,meta,population,1693190
572,AS,Barpeta,total,vaccinated1,1095048
573,AS,Barpeta,total,vaccinated2,448006
574,AS,Biswanath,delta,vaccinated1,507
575,AS,Biswanath,delta,vaccinated2,1655
576,AS,Biswanath,delta7,vaccinated1,5661
577,AS,Biswanath,delta7,vaccinated2,35727
578,AS,Biswanath,meta,population,612491
579,AS,Biswanath,total,vaccinated1,456088
580,AS,Biswanath,total,vaccinated2,213437
581,AS,Bongaigaon,delta,vaccinated1,85
582,AS,Bongaigaon,delta,vaccinated2,1287
583,AS,Bongaigaon,delta7,vaccinated1,2784
584,AS,Bongaigaon,delta7,vaccinated2,18356
585,AS,Bongaigaon,meta,population,732639
586,AS,Bongaigaon,total,vaccinated1,493242
587,AS,Bongaigaon,total,vaccinated2,183782
588,AS,Cachar,delta,vaccinated1,2149
589,AS,Cachar,delta,vaccinated2,966
590,AS,Cachar,delta7,vaccinated1,26826
591,AS,Cachar,delta7,vaccinated2,21591
592,AS,Cachar,meta,population,1736319
593,AS,Cachar,total,vaccinated1,1101266
594,AS,Cachar,total,vaccinated2,402535
595,AS,Charaideo,delta,vaccinated1,3
596,AS,Charaideo,delta,vaccinated2,26
597,AS,Charaideo,delta7,vaccinated1,1853
598,AS,Charaideo,delta7,vaccinated2,16868
599,AS,Charaideo,total,vaccinated1,309125
600,AS,Charaideo,total,vaccinated2,111219
601,AS,Chirang,delta,vaccinated1,22
602,AS,Chirang,delta,vaccinated2,89
603,AS,Chirang,delta7,vaccinated1,2488
604,AS,Chirang,delta7,vaccinated2,9573
605,AS,Chirang,meta,population,481818
606,AS,Chirang,total,vaccinated1,288696
607,AS,Chirang,total,vaccinated2,102397
608,AS,Darrang,delta,vaccinated1,365
609,AS,Darrang,delta,vaccinated2,270
610,AS,Darrang,delta7,vaccinated1,17453
611,AS,Darrang,delta7,vaccinated2,21800
612,AS,Darrang,meta,population,908090
613,AS,Darrang,total,vaccinated1,596783
614,AS,Darrang,total,vaccinated2,183724
615,AS,Dhemaji,delta,vaccinated1,55
616,AS,Dhemaji,delta,vaccinated2,47
617,AS,Dhemaji,delta7,vaccinated1,3423
618,AS,Dhemaji,delta7,vaccinated2,15318
619,AS,Dhemaji,meta,population,688077
620,AS,Dhemaji,total,vaccinated1,431792
621,AS,Dhemaji,total,vaccinated2,184251
622,AS,Dhubri,delta,vaccinated1,1042
623,AS,Dhubri,delta,vaccinated2,1906
624,AS,Dhubri,delta7,vaccinated1,12450
625,AS,Dhubri,delta7,vaccinated2,25644
626,AS,Dhubri,meta,population,1948632
627,AS,Dhubri,total,vaccinated1,945264
628,AS,Dhubri,total,vaccinated2,229696
629,AS,Dibrugarh,delta,vaccinated1,699
630,AS,Dibrugarh,delta,vaccinated2,4007
